dimension_1,dimension_2,class_index,class,snr_db
-25.324951,-49.899445,6,PAM4,8.0
20.28426,36.93882,2,AM-SSB,0.0
48.684517,10.104317,0,8PSK,18.0
-14.674618,-37.197502,6,PAM4,-4.0
37.031174,-37.876247,8,QAM64,2.0
17.615519,-47.1431,7,QAM16,2.0
-10.474422,-8.465418,3,BPSK,4.0
-48.701332,23.899776,1,AM-DSB,8.0
17.898558,25.219818,2,AM-SSB,10.0
15.430337,-1.3075259,0,8PSK,-2.0
36.359688,32.026,2,AM-SSB,-4.0
-20.475243,-47.502537,6,PAM4,18.0
41.788567,7.0413117,0,8PSK,8.0
-38.03701,-19.16124,4,CPFSK,18.0
33.17141,37.201378,2,AM-SSB,12.0
-68.01695,2.3027227,10,WBFM,18.0
-25.238935,46.721687,10,WBFM,4.0
-32.090168,-6.755028,4,CPFSK,0.0
-68.11577,2.3841906,1,AM-DSB,18.0
30.49559,-40.361103,7,QAM16,-4.0
-21.278135,22.778557,10,WBFM,-6.0
-29.688215,23.312208,1,AM-DSB,-2.0
35.369633,-37.39368,7,QAM16,12.0
-47.48201,12.736937,10,WBFM,8.0
-6.466038,48.759556,5,GFSK,4.0
31.500078,32.459488,2,AM-SSB,8.0
50.577847,-29.068136,8,QAM64,-4.0
28.26992,36.98193,2,AM-SSB,12.0
-6.839831,-2.1937072,3,BPSK,0.0
-32.99337,-7.231186,4,CPFSK,0.0
-38.42972,-17.229239,4,CPFSK,8.0
22.07175,39.10339,2,AM-SSB,0.0
47.429054,-19.266388,8,QAM64,12.0
-26.475601,47.91312,10,WBFM,10.0
-25.991741,-47.325035,6,PAM4,8.0
47.96749,-27.42962,8,QAM64,18.0
-7.4083867,-11.716828,3,BPSK,14.0
48.561913,-32.150764,8,QAM64,10.0
-7.751557,46.029057,5,GFSK,-2.0
43.009502,-22.632545,8,QAM64,12.0
-13.241964,-7.230027,3,BPSK,8.0
37.226727,-28.554163,8,QAM64,-6.0
50.882416,6.128588,0,8PSK,18.0
43.329277,-23.353968,8,QAM64,8.0
-35.348,-13.341058,4,CPFSK,10.0
10.489416,-16.26608,9,QPSK,18.0
39.94614,4.63823,0,8PSK,4.0
6.16035,47.353416,5,GFSK,2.0
-13.118065,-49.986233,6,PAM4,18.0
-59.051517,8.551618,1,AM-DSB,14.0
42.253956,-22.680592,8,QAM64,-2.0
-13.29372,-10.821959,3,BPSK,16.0
-23.06737,17.815195,10,WBFM,-6.0
-9.400476,-5.0644608,3,BPSK,18.0
16.922394,22.11795,2,AM-SSB,-6.0
-50.294735,24.706928,1,AM-DSB,10.0
17.488634,-56.856827,7,QAM16,18.0
-2.553787,42.618416,5,GFSK,0.0
15.2486925,3.367432,0,8PSK,-2.0
18.877079,33.35191,2,AM-SSB,12.0
-44.622025,-14.08937,4,CPFSK,18.0
11.793944,-15.706949,9,QPSK,12.0
45.700512,6.397112,0,8PSK,16.0
-68.056076,2.6138997,10,WBFM,18.0
48.63889,5.338818,0,8PSK,18.0
18.597534,-53.687027,7,QAM16,4.0
-20.023876,-49.869648,6,PAM4,16.0
-45.827477,19.447153,10,WBFM,6.0
11.625313,6.900445,0,8PSK,-4.0
-67.483215,2.3424919,10,WBFM,18.0
51.72952,10.112413,0,8PSK,6.0
-1.9205533,53.061703,5,GFSK,10.0
-38.11339,-2.234243,4,CPFSK,18.0
17.660069,34.581764,2,AM-SSB,10.0
22.006937,26.812494,2,AM-SSB,0.0
8.533032,-12.863894,9,QPSK,12.0
-35.69397,-5.2178054,4,CPFSK,0.0
14.378077,36.47066,0,8PSK,-6.0
28.63087,36.68514,2,AM-SSB,6.0
27.918844,-39.099503,8,QAM64,-2.0
19.73171,-41.663742,7,QAM16,18.0
25.749619,36.88827,2,AM-SSB,0.0
-37.6526,-11.187957,4,CPFSK,14.0
21.448633,23.153131,2,AM-SSB,18.0
-9.962864,-32.26701,6,PAM4,-6.0
-28.863436,39.454258,10,WBFM,2.0
-1.2723377,55.019844,5,GFSK,4.0
-51.018345,10.522526,1,AM-DSB,10.0
-8.563314,43.595955,5,GFSK,-2.0
12.470756,-9.379866,9,QPSK,6.0
18.972267,40.123806,3,BPSK,-6.0
-21.801847,-44.827038,6,PAM4,14.0
-32.488148,-8.579147,4,CPFSK,-2.0
-13.683501,-49.66277,6,PAM4,4.0
47.17329,3.0690665,0,8PSK,18.0
-6.4285746,45.49435,5,GFSK,2.0
-39.18797,-18.956978,4,CPFSK,14.0
36.79863,1.7824256,0,8PSK,2.0
34.55709,29.198666,2,AM-SSB,-4.0
5.3094788,7.3826,0,8PSK,-4.0
47.533436,11.76436,0,8PSK,14.0
17.256754,-2.4214444,9,QPSK,0.0
22.031479,-48.661343,7,QAM16,10.0
17.791492,-51.933216,7,QAM16,16.0
-28.81898,-49.60772,6,PAM4,18.0
-6.450232,6.2879195,3,BPSK,-2.0
32.735226,39.295395,2,AM-SSB,6.0
-31.657627,34.37683,1,AM-DSB,2.0
43.92692,-19.954823,8,QAM64,10.0
35.734035,-30.114922,8,QAM64,-4.0
-14.435183,-37.65347,6,PAM4,-2.0
-46.027702,17.389423,1,AM-DSB,6.0
-18.054674,-44.676464,6,PAM4,4.0
20.069286,-54.501453,7,QAM16,10.0
-32.174606,-8.995714,4,CPFSK,-2.0
36.36973,-25.964064,8,QAM64,-6.0
5.5874147,52.302612,5,GFSK,10.0
21.938658,42.475998,2,AM-SSB,2.0
-41.14262,27.985289,1,AM-DSB,2.0
13.053249,-20.07972,9,QPSK,18.0
-6.28289,45.150524,5,GFSK,0.0
1.8459773,5.264953,3,BPSK,-4.0
46.460022,1.9196635,0,8PSK,8.0
-23.944452,-47.449173,6,PAM4,6.0
-39.12394,-17.231329,4,CPFSK,6.0
-34.878563,-1.7362945,4,CPFSK,-2.0
15.964365,21.698515,9,QPSK,-6.0
-4.3868303,44.089848,5,GFSK,-2.0
-39.89076,-5.7425146,4,CPFSK,6.0
27.648382,25.777822,2,AM-SSB,10.0
52.692635,7.1844974,0,8PSK,18.0
53.98703,-24.836851,8,QAM64,16.0
-11.254583,-13.639955,3,BPSK,12.0
42.9755,-29.1488,8,QAM64,2.0
-67.15754,3.118466,10,WBFM,18.0
-13.554924,-48.514027,6,PAM4,12.0
-45.108856,-16.785751,4,CPFSK,16.0
-23.575413,21.63503,10,WBFM,-6.0
11.919506,-10.57323,9,QPSK,4.0
-11.206751,-46.86966,6,PAM4,10.0
-39.3043,16.767536,10,WBFM,4.0
-17.310917,-48.52619,6,PAM4,18.0
18.236998,-44.61478,7,QAM16,0.0
-19.756828,-41.08455,6,PAM4,2.0
44.06382,4.933464,0,8PSK,6.0
-16.03924,-50.823914,6,PAM4,6.0
-32.72556,-7.7034283,4,CPFSK,-2.0
-53.295067,18.80865,10,WBFM,12.0
-28.252226,37.832607,10,WBFM,2.0
8.942538,-17.842407,9,QPSK,14.0
53.886467,-28.870918,8,QAM64,10.0
-46.90699,-9.37781,4,CPFSK,2.0
15.036012,7.112435,9,QPSK,-4.0
-3.258341,44.20806,5,GFSK,-4.0
3.4439735,8.82806,3,BPSK,-6.0
-29.37834,46.43051,10,WBFM,10.0
0.386476,59.29299,5,GFSK,16.0
-25.72564,29.699003,10,WBFM,-4.0
-35.22925,18.693787,1,AM-DSB,0.0
13.004039,-15.587064,9,QPSK,8.0
1.7733493,53.311543,5,GFSK,6.0
34.15461,31.547377,2,AM-SSB,14.0
19.667889,-44.52107,7,QAM16,16.0
51.21201,-22.672438,8,QAM64,-2.0
-28.944054,45.896393,10,WBFM,10.0
16.436544,28.601227,2,AM-SSB,4.0
-65.89914,5.3562446,10,WBFM,18.0
15.346226,36.263374,2,AM-SSB,-6.0
-26.19952,48.300262,10,WBFM,16.0
-38.629166,-16.63202,4,CPFSK,6.0
24.857565,36.170933,2,AM-SSB,0.0
15.123525,36.407227,2,AM-SSB,12.0
0.96194834,51.16244,5,GFSK,12.0
-3.7229645,54.254284,5,GFSK,6.0
-40.425926,-18.664736,4,CPFSK,10.0
-10.100332,-31.14262,6,PAM4,-6.0
-22.217955,23.362581,10,WBFM,-6.0
38.94552,-28.902512,8,QAM64,2.0
22.033861,-44.770786,7,QAM16,18.0
40.21426,-31.194946,8,QAM64,14.0
-51.249317,27.862932,1,AM-DSB,18.0
-12.975122,-32.888412,6,PAM4,-6.0
-2.0602682,51.8291,5,GFSK,12.0
11.9780035,-15.881986,9,QPSK,16.0
-3.640553,50.302113,5,GFSK,2.0
24.16601,34.44928,2,AM-SSB,4.0
-18.511831,-51.76265,6,PAM4,18.0
49.60441,-20.871593,8,QAM64,10.0
49.928513,3.6442404,0,8PSK,10.0
34.661175,-35.093906,8,QAM64,12.0
7.284397,-17.392168,9,QPSK,18.0
49.30766,-19.284723,8,QAM64,2.0
-25.984926,50.220295,10,WBFM,6.0
-39.670246,20.412273,10,WBFM,2.0
20.30641,36.228577,2,AM-SSB,12.0
-17.631237,-50.817318,6,PAM4,18.0
-11.234836,-1.4993109,3,BPSK,2.0
46.244133,11.446014,0,8PSK,18.0
26.26357,34.243355,2,AM-SSB,8.0
12.80472,-16.755978,9,QPSK,16.0
15.057867,-0.33065984,3,BPSK,-6.0
-10.550294,-33.259323,6,PAM4,-4.0
-44.96427,13.778827,10,WBFM,6.0
17.592491,-55.83021,7,QAM16,2.0
54.339928,7.9384885,0,8PSK,18.0
38.049988,-25.61459,8,QAM64,-4.0
-22.227772,-46.770782,6,PAM4,8.0
11.125527,4.5165987,0,8PSK,-4.0
-17.00555,-44.453037,6,PAM4,18.0
45.25804,2.349996,0,8PSK,6.0
15.447965,-4.700365,9,QPSK,0.0
21.664896,28.17633,9,QPSK,4.0
29.857908,39.198,2,AM-SSB,2.0
-33.550007,19.936491,1,AM-DSB,0.0
-67.96968,3.3473008,10,WBFM,18.0
36.233894,-23.694817,8,QAM64,0.0
-12.076088,-45.873608,6,PAM4,4.0
-45.519787,-12.092181,4,CPFSK,12.0
-51.51725,26.68944,10,WBFM,18.0
-16.807205,-53.7364,6,PAM4,8.0
-43.908676,-12.02714,4,CPFSK,10.0
-57.255424,9.222919,1,AM-DSB,14.0
-38.37059,-4.735681,4,CPFSK,18.0
-38.7208,-22.26212,4,CPFSK,12.0
9.680504,-16.02404,9,QPSK,18.0
-43.23899,-11.231892,4,CPFSK,14.0
-53.95858,19.705162,1,AM-DSB,12.0
-14.847523,-50.74851,6,PAM4,10.0
38.119354,37.55668,1,AM-DSB,-6.0
25.435764,32.874733,2,AM-SSB,14.0
-10.8147745,-43.462624,6,PAM4,-2.0
-54.05123,22.652826,1,AM-DSB,18.0
-41.28979,-4.136,4,CPFSK,0.0
-50.192455,28.917513,1,AM-DSB,12.0
-22.842545,-55.887917,6,PAM4,10.0
-37.769062,-9.332673,4,CPFSK,18.0
35.379353,-35.077778,8,QAM64,0.0
25.608826,36.61329,2,AM-SSB,16.0
25.007576,31.583014,2,AM-SSB,2.0
-22.336657,-49.59825,6,PAM4,4.0
38.83842,4.04265,0,8PSK,2.0
45.69337,7.1511116,0,8PSK,18.0
25.725416,-54.510414,7,QAM16,0.0
18.513845,22.429422,3,BPSK,-6.0
-58.8137,8.774753,10,WBFM,14.0
34.27265,37.542824,2,AM-SSB,10.0
-1.9722317,44.68316,10,WBFM,-4.0
54.990814,-26.661757,8,QAM64,6.0
-15.536567,-12.840198,3,BPSK,18.0
10.349786,-21.645758,9,QPSK,10.0
-61.598083,8.588541,1,AM-DSB,16.0
8.098886,-12.352405,9,QPSK,14.0
54.8889,-26.304094,8,QAM64,4.0
-45.28805,-16.629442,4,CPFSK,10.0
-58.23657,8.946334,10,WBFM,14.0
-3.1735568,45.369144,5,GFSK,-2.0
26.259808,32.15305,2,AM-SSB,10.0
-53.445568,30.750023,1,AM-DSB,14.0
14.545508,5.1700726,9,QPSK,-4.0
25.818941,30.835957,2,AM-SSB,2.0
-32.673058,40.06893,10,WBFM,14.0
-47.256687,12.25138,1,AM-DSB,8.0
27.115587,-47.190147,7,QAM16,-6.0
-8.19213,51.589745,5,GFSK,16.0
-6.54259,-13.496313,3,BPSK,2.0
1.0220996,17.747313,4,CPFSK,-6.0
-14.786386,-37.75755,6,PAM4,-2.0
22.640356,-52.448414,7,QAM16,6.0
-39.938877,19.153708,10,WBFM,4.0
5.3998747,54.029797,5,GFSK,14.0
13.134174,-12.578717,9,QPSK,4.0
-20.822342,-42.8154,6,PAM4,2.0
22.88034,37.13088,2,AM-SSB,14.0
-26.809738,47.0591,10,WBFM,12.0
18.552546,-39.803673,7,QAM16,4.0
27.567886,40.260815,3,BPSK,14.0
45.48517,-28.123262,8,QAM64,10.0
-46.65362,-8.676097,4,CPFSK,0.0
51.60989,-23.30719,8,QAM64,0.0
-10.823976,-6.231279,3,BPSK,16.0
3.9620302,57.10864,5,GFSK,16.0
31.01119,43.520275,2,AM-SSB,16.0
47.37767,-22.894434,8,QAM64,4.0
25.248165,-46.43309,8,QAM64,-6.0
6.786948,-15.645632,9,QPSK,10.0
-28.795498,28.763361,1,AM-DSB,-2.0
-51.35076,27.113081,1,AM-DSB,18.0
-54.18337,9.420195,10,WBFM,12.0
32.50986,-25.495855,0,8PSK,16.0
39.389503,3.6006346,0,8PSK,4.0
-43.966827,15.5856905,10,WBFM,6.0
-13.5442095,-47.93253,6,PAM4,12.0
42.536896,-23.595505,8,QAM64,10.0
46.04791,-24.684576,8,QAM64,8.0
-21.082352,-47.438923,6,PAM4,6.0
-52.702244,16.083967,1,AM-DSB,10.0
34.482533,37.100536,2,AM-SSB,8.0
-24.084005,-54.340878,6,PAM4,6.0
-27.649784,45.934498,10,WBFM,18.0
29.088953,28.664574,2,AM-SSB,4.0
-40.5049,22.126156,10,WBFM,4.0
35.238163,-35.596714,8,QAM64,-4.0
49.535442,10.946748,0,8PSK,18.0
26.90739,33.493103,2,AM-SSB,12.0
27.499584,34.749126,2,AM-SSB,14.0
15.6872,3.1526308,9,QPSK,-2.0
15.194234,-9.582539,9,QPSK,4.0
-33.270973,-3.3847957,4,CPFSK,-2.0
-52.174732,28.71536,1,AM-DSB,18.0
22.058928,-39.430233,7,QAM16,14.0
-60.793236,8.545427,1,AM-DSB,16.0
-23.452488,49.04759,10,WBFM,6.0
13.108775,-8.777404,9,QPSK,4.0
-9.655538,-3.5694463,3,BPSK,4.0
-22.615294,-53.018135,6,PAM4,10.0
-36.003662,-16.168123,4,CPFSK,2.0
-29.865927,-4.135827,4,CPFSK,-2.0
18.971527,23.37407,2,AM-SSB,16.0
2.9341297,61.68073,5,GFSK,10.0
42.60143,4.8820643,0,8PSK,6.0
-27.792688,42.795914,10,WBFM,8.0
35.18926,36.07733,3,BPSK,0.0
-38.32144,-6.7571273,4,CPFSK,10.0
9.757038,-15.81732,9,QPSK,16.0
15.354523,-53.230064,7,QAM16,18.0
-5.6192913,43.52071,4,CPFSK,-6.0
51.861534,-25.30378,8,QAM64,16.0
33.951527,38.29242,2,AM-SSB,18.0
20.323612,27.994038,2,AM-SSB,18.0
7.056863,8.6369295,4,CPFSK,-6.0
-3.9866462,56.33107,5,GFSK,6.0
14.5299835,-21.47745,9,QPSK,14.0
-23.57786,24.032042,1,AM-DSB,-6.0
9.75687,-22.517763,9,QPSK,10.0
-8.201309,46.56995,10,WBFM,2.0
2.286432,59.739635,5,GFSK,8.0
-48.559208,23.70491,1,AM-DSB,8.0
23.93854,-46.44841,7,QAM16,2.0
50.60596,11.457828,0,8PSK,18.0
6.1271434,-16.79654,9,QPSK,10.0
35.76134,-31.943966,8,QAM64,2.0
-7.9987054,39.15862,5,GFSK,-4.0
-12.73003,-43.59535,6,PAM4,0.0
6.3717113,53.5156,5,GFSK,10.0
-40.099224,16.398125,1,AM-DSB,4.0
-6.479265,-6.1856213,3,BPSK,6.0
-32.966724,37.060856,10,WBFM,8.0
-21.789024,-47.783268,6,PAM4,8.0
-61.6567,9.450032,10,WBFM,16.0
-32.268135,40.740463,10,WBFM,12.0
-32.088997,39.80846,10,WBFM,16.0
21.78122,-48.48618,7,QAM16,8.0
22.02489,-58.25827,7,QAM16,10.0
17.56225,2.3224552,0,8PSK,-2.0
-7.5714383,58.81029,5,GFSK,2.0
14.188929,-46.146996,7,QAM16,10.0
47.915417,-23.385738,8,QAM64,12.0
44.12653,-20.963348,8,QAM64,18.0
-12.600728,-37.968113,6,PAM4,0.0
-26.90866,19.446148,1,AM-DSB,-6.0
2.555299,49.948883,5,GFSK,18.0
15.091906,-6.2773485,9,QPSK,0.0
44.553356,-30.366493,8,QAM64,-2.0
24.85947,29.621235,2,AM-SSB,-6.0
-27.119019,-51.52335,6,PAM4,0.0
-24.75442,30.722914,5,GFSK,-6.0
12.129341,5.4067183,0,8PSK,-4.0
31.213205,34.077545,2,AM-SSB,-4.0
-7.980265,44.48571,5,GFSK,0.0
40.570065,3.107202,0,8PSK,4.0
19.296177,22.147272,9,QPSK,-6.0
-12.714898,-9.165519,3,BPSK,10.0
-53.69078,19.94853,10,WBFM,12.0
-4.2794714,15.443874,4,CPFSK,-4.0
-54.58307,19.064495,1,AM-DSB,14.0
-41.19978,-2.9870522,4,CPFSK,2.0
33.734356,39.30593,2,AM-SSB,16.0
-52.109165,27.931015,1,AM-DSB,18.0
-25.280447,22.775682,10,WBFM,-2.0
-4.9279165,4.926908,3,BPSK,-2.0
-23.172592,21.4511,1,AM-DSB,-6.0
36.50059,4.847448,0,8PSK,0.0
15.35059,-55.356636,7,QAM16,16.0
-38.92668,-8.07784,4,CPFSK,18.0
-4.480385,0.8437153,3,BPSK,0.0
26.909397,35.018536,2,AM-SSB,10.0
-43.697525,-4.9318824,4,CPFSK,6.0
28.015396,-49.167072,8,QAM64,-6.0
5.330471,5.896961,3,BPSK,-4.0
-54.42428,19.062363,1,AM-DSB,16.0
25.052332,36.393814,2,AM-SSB,4.0
15.018597,-55.1826,7,QAM16,14.0
-23.968887,-50.866375,6,PAM4,4.0
-32.63045,32.281338,10,WBFM,2.0
-50.43947,24.952295,1,AM-DSB,10.0
-41.25301,-2.5073688,4,CPFSK,-2.0
-16.241652,-7.535948,3,BPSK,6.0
-39.37328,-18.461617,4,CPFSK,18.0
-14.466512,-7.8304067,3,BPSK,18.0
33.55392,-26.627495,0,8PSK,0.0
-17.791746,-37.98698,6,PAM4,0.0
-28.900927,45.94744,10,WBFM,18.0
-0.90974146,48.709873,5,GFSK,4.0
-1.9230052,45.567596,5,GFSK,-4.0
-58.54361,8.623611,1,AM-DSB,14.0
14.904819,3.7875493,9,QPSK,-4.0
40.357483,-28.928816,8,QAM64,2.0
-25.04716,28.257006,10,WBFM,-4.0
23.153446,-55.27158,7,QAM16,-2.0
5.776555,8.228015,9,QPSK,-4.0
3.4376664,8.398577,3,BPSK,-6.0
5.9303727,-20.110033,9,QPSK,8.0
-37.86734,-9.660724,4,CPFSK,18.0
-34.475822,21.324469,10,WBFM,0.0
-38.515995,-6.4175024,4,CPFSK,8.0
21.863152,-47.93161,7,QAM16,2.0
21.654959,-42.634743,7,QAM16,8.0
-11.803877,-14.106102,3,BPSK,6.0
-11.472232,-31.90532,6,PAM4,-6.0
-25.865711,-48.5049,6,PAM4,16.0
-16.780697,-54.0163,6,PAM4,18.0
-42.056442,-11.992115,4,CPFSK,6.0
-21.824167,-46.87579,6,PAM4,12.0
-22.285807,-39.431595,6,PAM4,2.0
36.842724,35.844788,2,AM-SSB,12.0
-57.5861,12.459774,1,AM-DSB,12.0
43.066776,-31.605433,8,QAM64,0.0
13.747759,-52.34621,7,QAM16,6.0
17.040447,2.4035492,9,QPSK,-2.0
49.493206,11.131631,0,8PSK,14.0
-12.818677,-4.709931,3,BPSK,14.0
-12.47452,-31.215303,6,PAM4,-6.0
4.5371304,16.03618,4,CPFSK,-6.0
27.49513,-50.897984,7,QAM16,-2.0
2.1882179,49.972954,5,GFSK,18.0
-2.3688476,57.200146,5,GFSK,6.0
-32.74955,32.31911,1,AM-DSB,2.0
29.595919,32.528004,2,AM-SSB,4.0
-46.330574,12.84476,10,WBFM,8.0
24.124762,-35.45232,0,8PSK,-4.0
32.886986,36.70158,2,AM-SSB,8.0
4.2283926,56.421856,5,GFSK,10.0
48.080856,-17.901463,8,QAM64,-2.0
-22.826944,20.596825,10,WBFM,-6.0
24.158152,24.836088,2,AM-SSB,-4.0
35.474022,-37.0736,8,QAM64,14.0
21.6087,-58.211296,7,QAM16,4.0
16.792894,-2.7163851,9,QPSK,0.0
10.117291,-24.690607,9,QPSK,10.0
5.363736,50.216816,5,GFSK,16.0
23.659082,30.672157,2,AM-SSB,-6.0
20.007532,-47.945286,7,QAM16,12.0
20.79487,-46.13377,7,QAM16,14.0
25.567003,-34.198536,7,QAM16,-6.0
52.132317,-22.93157,8,QAM64,0.0
25.44835,33.4466,2,AM-SSB,10.0
20.857965,31.68267,2,AM-SSB,18.0
-8.460067,55.949554,5,GFSK,8.0
21.063967,29.870295,2,AM-SSB,14.0
25.884539,-46.402,7,QAM16,-6.0
17.1034,-4.6714497,9,QPSK,0.0
-21.469368,-47.51334,6,PAM4,14.0
-44.579113,-4.882946,4,CPFSK,6.0
-8.896618,52.411743,5,GFSK,16.0
38.243176,-22.317667,8,QAM64,-4.0
-9.076451,-13.458522,3,BPSK,10.0
-16.630457,-8.119398,3,BPSK,4.0
16.48015,-45.456257,7,QAM16,16.0
26.142477,-42.368267,7,QAM16,-4.0
7.3761525,-17.417265,9,QPSK,10.0
-4.58875,-1.1492269,3,BPSK,2.0
-42.700584,-20.470736,4,CPFSK,14.0
47.16568,-24.63943,8,QAM64,16.0
49.512127,10.604763,0,8PSK,14.0
53.230705,-26.621695,8,QAM64,-2.0
11.7621765,-16.89012,9,QPSK,10.0
-1.5906965,1.67366,3,BPSK,-4.0
9.143746,-18.398901,9,QPSK,12.0
35.074047,35.921024,2,AM-SSB,8.0
-15.086375,-45.101673,6,PAM4,4.0
-39.162758,-16.791693,4,CPFSK,10.0
13.667986,0.8617924,9,QPSK,0.0
-38.811996,-5.797073,4,CPFSK,12.0
26.669485,-35.531845,7,QAM16,-6.0
20.270554,-50.267605,7,QAM16,6.0
-50.870853,10.598735,1,AM-DSB,10.0
-36.193558,-8.565892,4,CPFSK,12.0
-33.527184,21.223818,1,AM-DSB,-2.0
-33.36813,42.208855,10,WBFM,14.0
13.245233,-20.503948,9,QPSK,12.0
6.3483253,47.976643,5,GFSK,0.0
-11.378864,-33.19286,6,PAM4,-4.0
-61.533245,8.573582,1,AM-DSB,16.0
-26.965809,22.332113,1,AM-DSB,-2.0
4.947084,-17.008678,9,QPSK,6.0
33.860058,34.202892,2,AM-SSB,2.0
33.992474,2.0100343,0,8PSK,0.0
47.51906,6.357206,0,8PSK,12.0
0.050476458,58.21655,5,GFSK,16.0
3.8265724,52.41939,5,GFSK,8.0
6.2030897,13.974121,0,8PSK,-4.0
4.7649894,53.932278,5,GFSK,12.0
-54.49275,9.126663,1,AM-DSB,12.0
22.177082,38.597404,2,AM-SSB,-4.0
38.54781,-38.05712,8,QAM64,-4.0
27.051252,-44.606632,7,QAM16,-6.0
-47.641666,27.21696,10,WBFM,8.0
32.403473,-25.424747,9,QPSK,8.0
46.236244,-25.66916,8,QAM64,8.0
48.50105,10.867911,0,8PSK,8.0
-20.094606,-46.18747,6,PAM4,4.0
-37.65726,-1.9618262,4,CPFSK,14.0
0.04629211,8.5136385,0,8PSK,-6.0
17.200556,25.01285,2,AM-SSB,0.0
6.156789,55.38215,5,GFSK,8.0
33.974674,-34.832355,8,QAM64,-4.0
16.2708,-55.18627,7,QAM16,10.0
-13.27329,-42.076263,6,PAM4,2.0
11.397101,-8.9311,9,QPSK,4.0
43.08604,-19.051907,8,QAM64,16.0
-3.882134,5.736629,3,BPSK,-4.0
-27.316307,19.699032,1,AM-DSB,-4.0
19.123976,-39.243736,7,QAM16,2.0
-16.640486,-44.539425,6,PAM4,4.0
-20.153809,-48.212696,6,PAM4,16.0
48.390053,9.051631,0,8PSK,18.0
18.041166,-56.119625,7,QAM16,18.0
-29.34006,19.07941,10,WBFM,-6.0
-0.99549586,55.104362,5,GFSK,6.0
-52.02075,10.47919,10,WBFM,10.0
-22.581612,21.692896,10,WBFM,-6.0
-44.438293,-6.5403476,4,CPFSK,12.0
-6.2176814,6.320655,3,BPSK,-2.0
-32.86365,32.001095,1,AM-DSB,0.0
26.622995,35.207397,3,BPSK,16.0
16.855211,22.265892,2,AM-SSB,14.0
-6.5765705,47.805138,5,GFSK,2.0
0.33793262,6.932635,3,BPSK,-4.0
-22.533236,26.894444,5,GFSK,-4.0
6.4920363,55.570274,5,GFSK,14.0
-39.55446,26.314863,1,AM-DSB,2.0
-46.728268,17.071907,10,WBFM,8.0
-25.761255,17.21833,1,AM-DSB,-6.0
28.782387,36.156734,2,AM-SSB,16.0
15.435305,-14.074085,9,QPSK,6.0
13.076521,-16.311478,9,QPSK,6.0
45.880608,-20.400057,8,QAM64,14.0
1.5238482,21.460562,10,WBFM,-6.0
22.755594,37.915085,2,AM-SSB,10.0
3.2039838,17.056673,5,GFSK,-6.0
-43.575752,-11.3695345,4,CPFSK,16.0
-12.799307,-6.2347713,3,BPSK,14.0
16.159023,-21.928135,9,QPSK,14.0
1.4513892,47.86648,5,GFSK,8.0
-5.953689,36.988045,4,CPFSK,-6.0
13.024052,6.603643,9,QPSK,-4.0
-27.593575,40.742733,10,WBFM,2.0
-23.842005,-56.351913,6,PAM4,4.0
-8.766875,-7.9025493,3,BPSK,12.0
-28.564337,45.217033,10,WBFM,10.0
-23.55777,-46.14731,6,PAM4,14.0
-3.5975754,60.428333,5,GFSK,6.0
-67.98108,2.5911922,1,AM-DSB,18.0
-8.438457,51.071556,5,GFSK,2.0
-43.813488,17.813454,1,AM-DSB,8.0
-11.773723,-10.262208,3,BPSK,10.0
-18.895586,-52.24242,6,PAM4,6.0
-3.2190511,38.77181,5,GFSK,-6.0
-40.911633,27.565136,1,AM-DSB,2.0
-12.982889,-40.29454,6,PAM4,-2.0
-38.380154,16.086657,10,WBFM,2.0
27.135574,-39.608673,7,QAM16,16.0
15.891098,-4.4744167,9,QPSK,0.0
6.071303,51.79683,5,GFSK,10.0
-67.465965,2.3344424,1,AM-DSB,18.0
37.449764,36.981686,2,AM-SSB,-4.0
-26.20167,27.19749,1,AM-DSB,-4.0
-30.88796,44.129944,10,WBFM,16.0
6.926315,54.05378,5,GFSK,6.0
-31.810953,32.82019,10,WBFM,0.0
51.404,8.7918,0,8PSK,8.0
8.315271,18.776712,5,GFSK,-4.0
39.10342,-27.96752,8,QAM64,-2.0
22.604845,25.618303,2,AM-SSB,4.0
-67.429596,2.6328826,10,WBFM,18.0
-20.53169,-53.456287,6,PAM4,6.0
37.3407,-24.197535,8,QAM64,-6.0
-39.04559,23.966312,1,AM-DSB,2.0
-8.667663,54.10568,5,GFSK,12.0
19.055574,-42.31907,7,QAM16,6.0
12.432028,-20.780117,9,QPSK,10.0
-3.848993,56.733574,5,GFSK,2.0
-67.74138,2.1598163,1,AM-DSB,18.0
1.434689,5.8485456,3,BPSK,-4.0
-48.785862,20.21244,10,WBFM,8.0
-14.030241,-45.4774,6,PAM4,12.0
7.700841,-18.844856,9,QPSK,12.0
-61.926414,8.765853,10,WBFM,18.0
27.601923,-46.004055,7,QAM16,-6.0
6.735947,14.547333,0,8PSK,-2.0
49.50162,-31.776985,8,QAM64,6.0
48.646664,-20.79208,8,QAM64,12.0
-6.107876,51.783134,5,GFSK,14.0
-27.527658,-47.119816,6,PAM4,2.0
-14.861247,-7.459728,3,BPSK,6.0
-40.014378,-11.795747,4,CPFSK,6.0
-36.123844,-11.391946,4,CPFSK,18.0
18.618752,-55.238495,7,QAM16,18.0
31.8807,35.73103,2,AM-SSB,-2.0
50.822567,-23.836445,8,QAM64,16.0
-46.972694,15.778698,1,AM-DSB,8.0
